Id,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms)
Id_428,147.288616406,147.1932674415,147.1020090428,147.022211031
Id_429,169.6185892014,169.5182577983,169.4462297403,169.3482831391
Id_430,120.2223090559,120.0003013801,119.8411650336,119.8497423636
Id_431,145.3127572515,145.2246934204,145.096100949,145.0519853304
Id_432,138.4765144631,138.2287311065,138.0725292014,138.0774126804
Id_433,145.1151040085,144.8110202142,144.6741528726,144.6566249855
Id_434,154.8333561557,154.6714847784,154.556866372,154.4920587342
Id_435,155.748290964,155.5641395237,155.4845534542,155.3927415238
Id_436,140.8029577216,140.532353922,140.3678864034,140.3786113445
Id_437,147.5522777506,147.2235509487,147.078468217,147.0666844219
Id_438,116.7259252509,116.5666554331,116.3816881303,116.4101319295
Id_439,117.4171222417,117.2408086539,117.0817117184,117.090226373
Id_440,120.6859731953,120.4892616884,120.2883743181,120.3276522393
Id_441,145.8723900385,145.8155850988,145.6367737632,145.6295594716
Id_442,170.8078089528,170.7281288927,170.5452740807,170.5376722756
Id_443,141.4860089686,141.4520125775,141.3010490299,141.291303502
Id_444,169.7427968353,169.6826033045,169.5271014759,169.5118210323
Id_445,162.9421988037,162.9120954948,162.7700761251,162.7529873953
Id_446,138.5780511592,138.3629197651,138.1385150365,138.2109298879
Id_447,156.7833778176,156.613674749,156.4924630547,156.4496514557
Id_448,178.4299772642,178.2956909647,178.1107474404,178.1165927475
Id_449,171.2833732913,171.1835257387,171.0136007079,171.0166788256
Id_450,179.4834534639,179.3238121365,179.1789016823,179.1541198967
Id_451,117.9091305454,117.7114552576,117.5655944984,117.5852091537
Id_452,149.351883073,149.2409703684,149.1493835287,149.0948875675
Id_453,162.2106892749,162.1934989196,162.0212715439,162.0370751403
Id_454,135.0164221737,134.8162747642,134.6447043857,134.6853685628
Id_455,170.9827998815,170.888794288,170.7780679008,170.7387883728
Id_456,147.348532096,147.2451950118,147.1157455946,147.0970738411
Id_457,129.9066895884,129.5974528096,129.4451893746,129.4624381372
Id_458,157.001599256,156.8225201157,156.7072974254,156.6693315875
Id_459,41.1413545665,41.2740303745,41.3060474686,41.2336908893
Id_460,32.884339676,32.9550808418,32.9583823684,32.9196037306
Id_461,37.5329961988,37.6260880662,37.6196972851,37.5873438994
Id_462,37.7592326116,37.8475786034,37.8500117362,37.8108598579
Id_463,48.0082097387,48.1654145186,48.1989715647,48.1234251586
Id_464,39.2136051768,39.3486734352,39.3689145834,39.3180119869
Id_465,32.5131891371,32.5798089626,32.5896624605,32.5541122254
Id_466,38.9248723495,39.0051278026,39.0136951609,38.9773045242
Id_467,39.1592807992,39.234526059,39.2523229308,39.2088717853
Id_468,45.2691523346,45.4271124959,45.4593919685,45.3991455992
Id_469,40.1244027383,40.2514627728,40.2799130205,40.2225257151
Id_470,39.3249165117,39.4556719727,39.4791236096,39.4305971209
Id_471,39.2704417641,39.3412218949,39.3622136563,39.3211521532
Id_472,39.9421455138,40.0086915933,40.0283818661,39.988312835
Id_473,37.2692729419,37.351240522,37.3569047433,37.3315549584
Id_474,37.4939609725,37.5711550226,37.585651991,37.5535892676
Id_475,45.4613948644,45.6119113235,45.6497762322,45.5936306029
Id_476,47.6727931877,47.8155734108,47.8641910329,47.7977943265
Id_477,33.0140442078,33.0758812175,33.0807234975,33.0550130733
Id_478,42.0082666833,42.1263642516,42.1592288219,42.103886183
Id_479,33.2137487754,33.2712798617,33.2839690866,33.2522756501
Id_480,39.5483450803,39.690108701,39.7044244705,39.655193339
Id_481,39.2572088276,39.3436559445,39.3462527856,39.3116365245
Id_482,32.955904606,33.0328421574,33.0208389958,32.9995386944
Id_483,45.8803764527,46.0534717204,46.0557718721,46.0150882131
Id_484,48.11171682,48.278009371,48.28945885,48.2391894595
Id_485,38.0691388143,38.1598151035,38.1535791912,38.1276620162
Id_486,46.1556223262,46.3232867406,46.3363961398,46.2874216116
Id_487,32.5839701839,32.6567108594,32.6514409342,32.6331858717
Id_488,39.244098628,39.3266680772,39.3263554423,39.303628043
Id_489,37.641196819,37.7270204513,37.728449868,37.7060524892
Id_490,45.6391054099,45.8002693216,45.8224178403,45.7778888047
Id_491,38.0564155226,38.1433257268,38.1342700322,38.1198887481
Id_492,38.2857250551,38.3677822192,38.3676532163,38.3464894557
Id_493,40.1555868353,40.2289650515,40.2363934546,40.2078190749
Id_494,48.6739208573,48.8237831306,48.8545036307,48.8013787147
Id_495,34.2798336512,34.3413645468,34.345069691,34.3226024328
Id_496,35.0788862682,35.1321168658,35.142695874,35.1150467336
Id_497,38.1645237543,38.2471278656,38.2411084211,38.2291282096
Id_498,40.2695055771,40.3382979883,40.3489707387,40.3228889309
Id_499,34.3286272323,34.3881934799,34.3932836542,34.3718859586
Id_500,32.9215061281,32.9844415117,32.990847837,32.9697972871
Id_501,34.5360500305,34.5911172131,34.6043568958,34.5767764795
Id_502,48.0619649925,48.2079274349,48.2460075999,48.1961170284
Id_503,40.0853611848,40.1570693897,40.1599111776,40.1422292491
Id_504,32.1338905049,32.2119730129,32.2089613788,32.1753323231
Id_505,39.2267054427,39.3656705724,39.3888329257,39.3260233265
Id_506,38.704762424,38.7937937987,38.796108079,38.7549687756
Id_507,46.9228065486,47.0894281409,47.1132089522,47.0455481565
Id_508,45.0140657413,45.1818532476,45.2067543782,45.1410944651
Id_509,45.7815721093,45.9459596928,45.9693852662,45.9045529081
Id_510,34.1082985926,34.1673549311,34.18412768,34.1414269718
Id_511,40.1244027383,40.2514627728,40.2799130205,40.2225257151
Id_512,42.0817790833,42.2016999971,42.2394261789,42.1726033245
Id_513,37.9741008361,38.0538875161,38.0624259921,38.0279155328
Id_514,34.2054784291,34.2606134009,34.2801819953,34.2395568664
Id_515,39.2704417641,39.3412218949,39.3622136563,39.3211521532
Id_516,39.9975288904,40.1250353162,40.1472213888,40.0995686979
Id_517,41.3026658009,41.4244266813,41.4584625501,41.402290628
Id_518,40.2952694783,40.4156604053,40.4490724846,40.3953125835
Id_519,42.2607784766,42.3736603685,42.4166154612,42.3535640686
Id_520,48.4846466529,48.6232563349,48.6706822462,48.6052109799
Id_521,47.3059817045,47.4759457894,47.4891574716,47.437730484
Id_522,45.3819792272,45.5530388077,45.5678061823,45.5177312716
Id_523,41.9347534167,42.0718941068,42.0833921421,42.0336715186
Id_524,42.1868335962,42.3188778798,42.3403265178,42.282942688
Id_525,37.8410934888,37.9365443412,37.9214651017,37.9023215597
Id_526,39.9286918543,40.0111659157,40.0121575652,39.9786397591
Id_527,47.5737739135,47.7333883387,47.7542742075,47.7086259066
Id_528,47.8589621275,48.0128363725,48.0450277528,47.9907690682
Id_529,34.7692855026,34.8310900141,34.8306119508,34.8070676078
Id_530,32.8746559703,32.9394701531,32.9445443208,32.9224672866
Id_531,41.8320204699,41.9537226928,41.9867739077,41.9361212054
Id_532,39.592431103,39.6654635178,39.6775972026,39.6502824037
Id_533,33.4396791594,33.5010190315,33.5047905084,33.4837542339
Id_534,35.0788862682,35.1321168658,35.142695874,35.1150467336
Id_535,40.0286167806,40.102606546,40.1038417137,40.0849059241
Id_536,48.8114183637,48.955908216,48.990608759,48.9404454648
Id_537,32.7235073715,32.7906782843,32.7893399581,32.7741615339
Id_538,41.6409041415,41.7654120137,41.7902258325,41.7484086279
Id_539,47.7755918572,47.927367084,47.9540625863,47.9127912455
Id_540,39.648572243,39.7193471269,39.7330852293,39.7069993244
Id_541,48.5891599858,48.7368997014,48.762037107,48.7221106577
Id_542,32.3284274802,32.4024178162,32.4070080816,32.3674993772
Id_543,39.2267054427,39.3656705724,39.3888329257,39.3260233265
Id_544,38.704762424,38.7937937987,38.796108079,38.7549687756
Id_545,44.7454830974,44.9185461418,44.9328269637,44.8753628892
Id_546,34.2899190533,34.3576200462,34.3594786856,34.3196206847
Id_547,39.6589612179,39.7995909053,39.8120515897,39.757179943
Id_548,41.8442648063,41.9734795478,42.0042981677,41.9324967642
Id_549,37.5329961988,37.6260880662,37.6196972851,37.5873438994
Id_550,37.7592326116,37.8475786034,37.8500117362,37.8108598579
Id_551,41.3749721441,41.4985362396,41.5373577614,41.4698892707
Id_552,39.8843609024,40.0162664239,40.0351933903,39.985120711
Id_553,40.2382351625,40.3608553701,40.3926091151,40.3376366384
Id_554,39.9421455138,40.0086915933,40.0283818661,39.988312835
Id_555,48.4163017069,48.557590249,48.6030191137,48.5360962118
Id_556,32.6524322383,32.7134702866,32.7273083246,32.6947564453
Id_557,45.1902011746,45.3461522298,45.3732224521,45.3252928221
Id_558,37.4939609725,37.5711550226,37.585651991,37.5535892676
Id_559,40.0542302987,40.1795278791,40.2033500266,40.156912481
Id_560,38.1360333411,38.2093379036,38.2224984962,38.1915035515
Id_561,32.5949107334,32.6708889644,32.6680448218,32.6398689114
Id_562,37.2038599532,37.3028015297,37.2895064051,37.2691142481
Id_563,39.0222287751,39.1136354811,39.1070681716,39.0794774301
Id_564,45.1112490839,45.2876153773,45.2917383451,45.2498306033
Id_565,47.5895976466,47.7539175907,47.7783299527,47.7183044926
Id_566,42.1868335962,42.3188778798,42.3403265178,42.282942688
Id_567,39.9286918543,40.0111659157,40.0121575652,39.9786397591
Id_568,48.4000634251,48.5605803824,48.5834040504,48.5244058936
Id_569,34.1824485673,34.2478925036,34.2488387116,34.2242412852
Id_570,42.4262469599,42.5489326455,42.5772917798,42.5250091707
Id_571,48.383975755,48.5397114615,48.5589512712,48.5145671641
Id_572,38.2857250551,38.3677822192,38.3676532163,38.3464894557
Id_573,32.8746559703,32.9394701531,32.9445443208,32.9224672866
Id_574,47.7082262111,47.8626218631,47.887375658,47.8446412235
Id_575,45.7682025414,45.9243765088,45.9502452325,45.9085126777
Id_576,34.8682949521,34.9261086083,34.9284311984,34.9070562557
Id_577,42.5464508932,42.664417783,42.6962598259,42.6465496126
Id_578,48.5206706928,48.6710832321,48.6942495277,48.6528330137
Id_579,39.7035584963,39.834869965,39.8510694195,39.8174916092
Id_580,41.8912590618,42.0106383506,42.0454118662,41.996027421
Id_581,48.0619649925,48.2079274349,48.2460075999,48.1961170284
Id_582,40.6254530059,40.7485378026,40.7729485629,40.7332109042
Id_583,32.4097968206,32.4768935856,32.4816906458,32.4540282668
Id_584,39.3249165117,39.4556719727,39.4791236096,39.4305971209
Id_585,39.5616737161,39.6876537489,39.720527033,39.6647900649
Id_586,37.4407956402,37.5201141001,37.5330892726,37.4998726856
Id_587,45.3972254353,45.5502301281,45.5862282831,45.5287118593
Id_588,47.6055695204,47.7509761257,47.7976265308,47.7298045292
Id_589,40.2382351625,40.3608553701,40.3926091151,40.3376366384
Id_590,45.8957864888,46.0506328482,46.0743870108,46.0261862027
Id_591,46.1711228384,46.3204315896,46.3551222927,46.298583886
Id_592,41.5510348432,41.6676977328,41.7116700629,41.6479045437
Id_593,47.3886916359,47.5372500771,47.5745095417,47.5167625273
Id_594,39.3261375785,39.3946758689,39.4172714705,39.377409858
Id_595,45.4613948644,45.6119113235,45.6497762322,45.5936306029
Id_596,37.9075975544,37.9857847857,37.9899758326,37.9657954246
Id_597,34.2798336512,34.3413645468,34.345069691,34.3226024328
Id_598,32.8746559703,32.9394701531,32.9445443208,32.9224672866
Id_599,39.8859916508,40.0146798098,40.0387103797,39.9967253352
Id_600,37.5219839672,37.6083299039,37.6039597509,37.5906015148
Id_601,48.5206706928,48.6710832321,48.6942495277,48.6528330137
Id_602,46.5482877761,46.7007684465,46.7251472505,46.6846689538
Id_603,39.7035584963,39.834869965,39.8510694195,39.8174916092
Id_604,39.9425387982,40.0690261465,40.0946909984,40.0539256271
Id_605,41.8912590618,42.0106383506,42.0454118662,41.996027421
Id_606,39.4113078146,39.48718465,39.4916073572,39.4725632927
Id_607,45.8328850483,45.9865534654,46.0142897346,45.9739613348
Id_608,38.2186900348,38.2991321147,38.2946369434,38.2838622784
Id_609,46.3361274791,46.4916465465,46.5069339496,46.4761961838
Id_610,40.3265831413,40.393073134,40.4053745814,40.3805442995
Id_611,46.6140491756,46.7639741581,46.7902487911,46.7512005355
Id_612,32.4097968206,32.4768935856,32.4816906458,32.4540282668
Id_613,32.6059537077,32.6688575022,32.6813638111,32.6478096583
Id_614,47.321860351,47.4730210952,47.5083396538,47.4491642907
Id_615,39.2704417641,39.3412218949,39.3622136563,39.3211521532
Id_616,47.6055695204,47.7509761257,47.7976265308,47.7298045292
Id_617,34.5837786454,34.639655713,34.6498691195,34.6163301471
Id_618,45.8957864888,46.0506328482,46.0743870108,46.0261862027
Id_619,48.1278603194,48.2750362859,48.3089576293,48.2508124519
Id_620,38.0819812205,38.1574524785,38.1690682433,38.1368981658
Id_621,41.5510348432,41.6676977328,41.7116700629,41.6479045437
Id_622,39.3261375785,39.3946758689,39.4172714705,39.377409858
Id_623,34.632992596,34.6868798957,34.6984988573,34.6660234937
Id_624,41.8320204699,41.9537226928,41.9867739077,41.9361212054
Id_625,45.4952180249,45.6568358862,45.6719101825,45.6383614569
Id_626,47.7082262111,47.8626218631,47.887375658,47.8446412235
Id_627,37.7481557245,37.829718612,37.8341803488,37.8141363429
Id_628,45.7682025414,45.9243765088,45.9502452325,45.9085126777
Id_629,33.2386558433,33.3043105231,33.3002358241,33.2851585468
Id_630,34.8682949521,34.9261086083,34.9284311984,34.9070562557
Id_631,40.0853611848,40.1570693897,40.1599111776,40.1422292491
Id_632,37.4407956402,37.5201141001,37.5330892726,37.4998726856
Id_633,32.9670662425,33.0307888574,33.0342975495,33.0075643419
Id_634,34.5837786454,34.639655713,34.6498691195,34.6163301471
Id_635,39.9975288904,40.1250353162,40.1472213888,40.0995686979
Id_636,48.4163017069,48.557590249,48.6030191137,48.5360962118
Id_637,32.4560040575,32.521252009,32.5273627865,32.5007046822
Id_638,34.2541691737,34.3073353351,34.3283074456,34.2887245236
Id_639,37.2692729419,37.351240522,37.3569047433,37.3315549584
Id_640,37.4939609725,37.5711550226,37.585651991,37.5535892676
Id_641,34.8422023958,34.8915163628,34.9113922963,34.8726177969
Id_642,39.6473414129,39.7808334854,39.7954206706,39.76062074
Id_643,37.5219839672,37.6083299039,37.6039597509,37.5906015148
Id_644,42.292271639,42.4154639047,42.4372153715,42.3951843914
Id_645,46.2707499268,46.428801204,46.4422183503,46.4100477646
Id_646,48.8114183637,48.955908216,48.990608759,48.9404454648
Id_647,34.5360500305,34.5911172131,34.6043568958,34.5767764795
Id_648,48.0619649925,48.2079274349,48.2460075999,48.1961170284
Id_649,42.3521467787,42.4729913908,42.4964677741,42.4557311106
Id_650,40.6254530059,40.7485378026,40.7729485629,40.7332109042
Id_651,38.2186900348,38.2991321147,38.2946369434,38.2838622784
Id_652,40.0853611848,40.1570693897,40.1599111776,40.1422292491
Id_653,46.6140491756,46.7639741581,46.7902487911,46.7512005355
Id_654,33.903372566,33.9668472903,33.9755456825,33.939043676
Id_655,41.3749721441,41.4985362396,41.5373577614,41.4698892707
Id_656,39.1592807992,39.234526059,39.2523229308,39.2088717853
Id_657,39.8843609024,40.0162664239,40.0351933903,39.985120711
Id_658,40.1244027383,40.2514627728,40.2799130205,40.2225257151
Id_659,42.0817790833,42.2016999971,42.2394261789,42.1726033245
Id_660,47.9922496801,48.1447119938,48.1747083739,48.1136660896
Id_661,39.829130404,39.9002304108,39.9166774217,39.8741746569
Id_662,46.0409135013,46.1952769025,46.2261925766,46.1668738004
Id_663,41.4922661467,41.6112358858,41.653486739,41.5884833665
Id_664,47.321860351,47.4730210952,47.5083396538,47.4491642907
Id_665,39.9975288904,40.1250353162,40.1472213888,40.0995686979
Id_666,37.8538609343,37.9341951868,37.9368623302,37.9115045172
Id_667,34.0483917051,34.1060295921,34.1188707074,34.0854929252
Id_668,39.3806876671,39.5092775983,39.5343408999,39.4870075278
Id_669,41.3026658009,41.4244266813,41.4584625501,41.402290628
Id_670,45.1902011746,45.3461522298,45.3732224521,45.3252928221
Id_671,47.3886916359,47.5372500771,47.5745095417,47.5167625273
Id_672,39.3261375785,39.3946758689,39.4172714705,39.377409858
Id_673,37.9075975544,37.9857847857,37.9899758326,37.9657954246
Id_674,48.1958063381,48.3403279749,48.3762196346,48.3195291805
Id_675,39.773131546,39.9062027894,39.9269778148,39.8825637313
Id_676,41.7137886226,41.8401172259,41.8697375178,41.8165590593
Id_677,39.244098628,39.3266680772,39.3263554423,39.303628043
Id_678,47.8589621275,48.0128363725,48.0450277528,47.9907690682
Id_679,48.383975755,48.5397114615,48.5589512712,48.5145671641
Id_680,46.4170373275,46.5746078315,46.5952100993,46.5518837557
Id_681,41.5820113235,41.7088208622,41.7319354973,41.6888474187
Id_682,32.8746559703,32.9394701531,32.9445443208,32.9224672866
Id_683,41.8320204699,41.9537226928,41.9867739077,41.9361212054
Id_684,39.3554943687,39.4336082598,39.4364482801,39.4161730109
Id_685,42.292271639,42.4154639047,42.4372153715,42.3951843914
Id_686,40.5679626623,40.6932922731,40.7160439982,40.6750641665
Id_687,46.2707499268,46.428801204,46.4422183503,46.4100477646
Id_688,48.8114183637,48.955908216,48.990608759,48.9404454648
Id_689,45.8328850483,45.9865534654,46.0142897346,45.9739613348
Id_690,48.8803097736,49.0221020915,49.0588005998,49.0101243974
Id_691,39.2136051768,39.3486734352,39.3689145834,39.3180119869
